日期,排名,极度推荐,极度推荐排名,V1.50极度分,V1.50优选分,V1.50当前强度,V1.50结构确认,V1.50修复质量,V1.50启动质量,V1.50量价协同,V1.50超热扣分,涨停基因分,原极度推荐分,代码,名称,推荐度,今日涨跌%,相对强度,RSI14,KDJ状态,20日涨幅%,60日高点回撤%,关注理由
2025-09-22,1,极度推荐,1,77.3,76.0,65.2,57.0,98.0,81.1,95.0,0.0,72.0,82.0,603601,再升科技,40.5,2.09,51.8,49.99,多头,-15.01,-19.82,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-15.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.51，前期有明显缩量，而当前量比约1.03，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-09-25,1,极度推荐,1,84.5,82.8,66.0,95.0,91.0,90.1,100.0,0.0,44.7,78.0,000670,盈方微,39.6,1.03,52.5,53.63,多头,-9.5,-14.4,当前仍站在20日线之上，20日线相对60日线高约6.8%，但短线均线结构还不算特别强。近20日上涨约-9.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.37，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-09-26,1,极度推荐,1,78.4,77.5,64.0,68.0,93.0,88.1,100.0,0.0,31.5,74.9,600551,时代出版,33.9,0.47,50.2,37.23,多头,-5.46,-20.43,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.80，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-09-29,1,极度推荐,1,79.1,78.5,67.6,55.0,96.0,86.1,100.0,0.0,49.6,80.4,000637,茂化实华,48.9,1.95,54.3,49.63,多头,-4.35,-8.93,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-4.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.68，前期有明显缩量，而当前量比约1.21，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-09-30,1,极度推荐,1,83.3,82.6,66.9,100.0,91.0,81.1,100.0,1.3,43.6,75.3,600684,珠江股份,61.4,3.61,70.9,65.51,多头,19.02,-4.68,当前仍站在20日线之上，20日线相对60日线高约16.4%，但短线均线结构还不算特别强。近20日上涨约19.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.55，前期有明显缩量，而当前量比约1.27，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-09,1,极度推荐,1,84.8,82.4,59.5,100.0,100.0,85.1,100.0,0.0,65.0,85.4,002256,兆新股份,46.5,2.56,52.9,58.34,多头,-9.09,-19.8,当前收盘3.20，短中期均线呈多头排列，20日线高于60日线约14.9%，属于趋势保持较好的抬升结构。近20日上涨约-9.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.63，前期有明显缩量，而当前量比约1.24，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-09,2,极度推荐,2,83.9,82.0,66.0,95.0,90.0,87.1,95.0,0.0,53.0,79.0,600770,综艺股份,35.5,1.39,52.4,51.15,多头,0.34,-10.32,当前仍站在20日线之上，20日线相对60日线高约1.4%，但短线均线结构还不算特别强。近20日上涨约0.3%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约0.99，因此“底部缩量”的特征并不突出。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-09,3,极度推荐,3,80.0,79.5,63.0,68.0,93.0,96.1,100.0,0.0,38.6,76.8,603128,华贸物流,48.1,0.67,48.9,40.89,多头,-0.5,-11.62,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.5%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.12，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约0.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-10,1,极度推荐,1,78.7,78.0,66.8,57.0,100.0,78.1,100.0,0.0,48.0,85.1,600448,华纺股份,60.6,2.07,53.5,48.07,多头,-0.58,-16.06,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.6%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.56，前期有明显缩量，而当前量比约1.48，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-10,2,极度推荐,2,78.0,77.0,64.6,57.0,100.0,78.1,95.0,0.0,63.3,83.7,600249,两面针,62.0,1.52,51.2,49.08,多头,0.67,-15.01,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约0.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.41，前期有明显缩量，而当前量比约1.50，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-10-13,1,极度推荐,1,74.4,73.4,63.9,65.0,74.0,84.7,100.0,0.0,67.6,73.5,002212,天融信,38.4,0.41,50.7,49.36,多头,-1.01,-27.83,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.72，前期有明显缩量，而当前量比约1.04，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-14,1,极度推荐,1,74.7,74.0,62.0,57.0,93.0,78.7,95.0,0.0,64.7,81.1,600828,茂业商业,53.1,1.01,48.1,41.52,多头,-9.68,-21.83,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-9.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.23，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-17,1,极度推荐,1,79.6,78.6,74.8,57.0,100.0,76.1,83.0,0.0,69.2,81.8,000796,凯撒旅业,43.1,0.16,61.9,53.06,多头,-2.35,-15.33,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.67，前期有明显缩量，而当前量比约1.62，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-20,1,极度推荐,1,76.9,75.9,65.8,70.0,83.0,80.1,95.0,0.0,60.3,76.9,603980,吉华集团,54.9,1.85,52.5,47.04,多头,-2.13,-18.01,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-2.1%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.49，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-23,1,极度推荐,1,80.9,79.2,64.1,70.0,100.0,90.1,100.0,0.0,67.6,86.9,002212,天融信,49.0,1.7,50.5,48.26,多头,-5.33,-29.59,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-5.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.71，前期有明显缩量，而当前量比约1.09，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-24,1,极度推荐,1,86.2,84.9,64.7,95.0,100.0,93.1,100.0,0.0,65.7,83.7,600319,亚星化学,40.3,0.0,51.2,53.09,空头,3.3,-12.75,当前仍站在20日线之上，20日线相对60日线高约4.3%，但短线均线结构还不算特别强。近20日上涨约3.3%，近5日约2.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.78，前期有明显缩量，而当前量比约1.00，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-27,1,极度推荐,1,76.0,74.9,68.6,70.0,90.0,80.1,60.0,0.0,37.7,76.3,000670,盈方微,60.4,1.93,55.4,50.26,多头,-0.59,-18.26,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-0.6%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.68，量能处于收缩状态，但当前量比约2.07，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-10-28,1,极度推荐,1,85.8,84.7,66.4,100.0,83.0,97.1,100.0,0.0,61.8,77.4,000510,新金路,76.7,0.9,54.1,55.58,多头,9.39,-5.25,当前仍站在20日线之上，20日线相对60日线高约3.6%，但短线均线结构还不算特别强。近20日上涨约9.4%，近5日约-0.4%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.75，前期有明显缩量，而当前量比约1.02，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-28,2,极度推荐,2,79.5,78.1,66.9,85.0,80.0,74.1,100.0,0.0,60.5,77.7,600468,百利电气,60.3,-0.85,57.4,52.78,多头,10.0,-14.36,当前仍站在20日线之上，20日线相对60日线高约4.8%，但短线均线结构还不算特别强。近20日上涨约10.0%，近5日约4.8%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.69，前期有明显缩量，而当前量比约1.09，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-29,1,极度推荐,1,83.3,81.0,62.3,95.0,100.0,72.1,100.0,0.0,63.6,86.2,603363,傲农生物,40.4,2.96,57.9,53.84,多头,5.25,-15.97,当前仍站在20日线之上，20日线相对60日线高约9.5%，但短线均线结构还不算特别强。近20日上涨约5.3%，近5日约3.8%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.83，量能处于收缩状态，但当前量比约1.51，启动力度还需要继续观察。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-10-31,1,极度推荐,1,80.2,79.2,64.2,57.0,98.0,93.1,100.0,0.0,73.5,87.1,601908,京运通,58.0,1.23,49.8,47.61,多头,-4.65,-18.0,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-4.7%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.07，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-11-03,1,极度推荐,1,83.1,81.6,62.1,95.0,91.0,82.1,100.0,0.0,43.6,79.7,000890,法尔胜,71.9,2.58,57.1,55.89,多头,7.43,-9.66,当前仍站在20日线之上，20日线相对60日线高约7.9%，但短线均线结构还不算特别强。近20日上涨约7.4%，近5日约3.0%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.55，前期有明显缩量，而当前量比约1.20，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-04,1,极度推荐,1,80.5,79.2,68.2,80.0,86.0,83.1,95.0,0.0,84.5,82.6,603839,安正时尚,66.0,1.58,56.3,51.33,多头,7.77,-22.11,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约7.8%，近5日约1.2%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.50，前期有明显缩量，而当前量比约1.14，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有15次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-05,1,极度推荐,1,86.2,85.0,64.1,100.0,86.0,100.0,100.0,0.0,59.2,79.0,601279,英利汽车,77.9,0.91,50.6,52.64,多头,3.74,-6.33,当前仍站在20日线之上，20日线相对60日线高约3.1%，但短线均线结构还不算特别强。近20日上涨约3.7%，近5日约0.2%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.55，前期有明显缩量，而当前量比约1.11，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.3%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-07,1,极度推荐,1,86.9,85.4,68.3,95.0,93.0,93.7,100.0,0.0,68.6,82.6,002029,七匹狼,62.3,1.75,55.5,58.34,多头,1.86,-9.28,当前仍站在20日线之上，20日线相对60日线高约13.5%，但短线均线结构还不算特别强。近20日上涨约1.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.73，前期有明显缩量，而当前量比约1.18，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-10,1,极度推荐,1,76.1,76.9,64.6,70.0,87.0,87.1,100.0,3.0,83.5,83.1,603839,安正时尚,67.5,2.01,51.1,53.01,多头,-1.3,-21.16,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-1.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.60，前期有明显缩量，而当前量比约1.03，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有15次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-11,1,极度推荐,1,80.1,78.8,67.6,70.0,100.0,82.1,78.0,0.0,69.8,82.5,601212,白银有色,64.1,1.52,53.6,58.2,多头,-3.07,-17.92,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.1%，更像整理后的早期抬升，方向性仍需后续确认。近期5/20成交量比约0.54，量能处于收缩状态，但当前量比约1.89，启动力度还需要继续观察。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-13,1,极度推荐,1,83.3,81.8,63.5,85.0,100.0,87.1,95.0,0.0,59.0,85.0,600167,联美控股,58.6,2.09,49.7,49.37,多头,-3.93,-21.31,当前仍站在20日线之上，20日线相对60日线高约9.2%，但短线均线结构还不算特别强。近20日上涨约-3.9%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.52，前期有明显缩量，而当前量比约1.42，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.1%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-11-14,1,极度推荐,1,77.8,77.1,66.5,57.0,90.0,91.1,95.0,0.0,66.9,79.6,002678,珠江钢琴,59.7,0.58,52.6,53.03,多头,1.17,-25.89,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约1.2%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.53，前期有明显缩量，而当前量比约1.24，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.8%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-17,1,极度推荐,1,74.3,73.6,62.7,80.0,75.0,77.7,83.0,0.0,52.3,69.2,001896,豫能控股,47.4,1.16,49.7,54.41,空头,4.26,-6.71,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约4.3%，近5日约-1.9%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.75，量能处于收缩状态，但当前量比约1.88，启动力度还需要继续观察。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-18,1,极度推荐,1,90.6,89.3,69.6,100.0,100.0,99.1,100.0,0.0,79.1,86.0,002564,天沃科技,74.4,0.67,57.8,53.1,多头,9.51,-8.74,当前仍站在20日线之上，20日线相对60日线高约3.1%，但短线均线结构还不算特别强。近20日上涨约9.5%，近5日约0.3%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.66，前期有明显缩量，而当前量比约1.06，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有11次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-25,1,极度推荐,1,87.4,88.7,71.1,95.0,91.0,94.1,100.0,0.0,50.5,80.1,002297,博云新材,63.9,1.33,57.5,54.54,多头,0.33,-7.19,当前仍站在20日线之上，20日线相对60日线高约3.1%，但短线均线结构还不算特别强。近20日上涨约0.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.80，前期有明显缩量，而当前量比约1.18，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约4.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-26,1,极度推荐,1,79.0,77.9,71.1,80.0,78.0,72.7,100.0,0.0,53.5,76.9,603335,迪生力,40.8,1.8,59.6,53.06,多头,4.89,-7.3,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约4.9%，近5日约0.3%，上涨速度相对温和，没有明显进入加速末端。近期5/20成交量比约0.84，量能处于收缩状态，但当前量比约1.21，启动力度还需要继续观察。过去250个交易日有10次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.9%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-27,1,极度推荐,1,84.5,85.4,71.4,100.0,91.0,69.1,95.0,0.0,58.0,78.2,600232,金鹰股份,56.3,2.13,60.0,56.36,多头,8.76,-6.25,当前仍站在20日线之上，20日线相对60日线高约4.9%，但短线均线结构还不算特别强。近20日上涨约8.8%，近5日约0.6%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约1.14，因此“底部缩量”的特征并不突出。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-11-27,2,极度推荐,2,81.6,79.7,67.5,95.0,90.0,69.1,87.0,0.0,47.4,74.5,600800,渤海化学,43.9,-0.25,58.4,52.09,多头,7.71,-5.81,当前仍站在20日线之上，20日线相对60日线高约0.8%，但短线均线结构还不算特别强。近20日上涨约7.7%，近5日约2.3%，上涨速度相对温和，没有明显进入加速末端。近期量能没有明显收缩，5/20成交量比约1.26，因此“底部缩量”的特征并不突出。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.6%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-11-28,1,极度推荐,1,80.7,79.7,64.3,70.0,100.0,87.1,100.0,0.0,64.1,86.7,601956,东贝集团,59.8,1.7,50.3,43.69,多头,-6.99,-21.25,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-7.0%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.61，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有9次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-01,1,极度推荐,1,83.2,84.7,70.2,100.0,86.0,75.1,100.0,0.0,65.3,79.3,600156,华升股份,64.3,2.23,58.1,53.55,空头,4.79,-13.88,当前仍站在20日线之上，20日线相对60日线高约3.2%，但短线均线结构还不算特别强。近20日上涨约4.8%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.66，前期有明显缩量，而当前量比约1.16，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有6次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.5%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-01,2,极度推荐,2,80.5,80.2,62.9,70.0,96.0,92.1,100.0,0.0,28.6,78.9,603128,华贸物流,56.1,1.02,49.2,41.72,多头,-3.26,-7.04,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-3.3%，更像整理后的早期抬升，方向性仍需后续确认。5/20成交量比约0.62，前期有明显缩量，而当前量比约1.07，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约1.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于下方区域。
2025-12-01,3,极度推荐,3,78.3,77.4,71.1,57.0,93.0,78.7,95.0,0.0,70.4,82.4,002256,兆新股份,58.3,0.29,58.6,52.13,多头,12.94,-20.14,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约12.9%，近5日约4.2%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.47，前期有明显缩量，而当前量比约1.00，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有7次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.0%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-01,4,极度推荐,4,76.7,75.2,63.3,57.0,100.0,75.1,95.0,0.0,69.0,84.2,601608,中信重工,40.8,1.49,49.4,50.49,多头,-7.73,-18.56,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约-7.7%，更像整理后的早期抬升，方向性仍需后续确认。近期量能没有明显收缩，5/20成交量比约0.91，因此“底部缩量”的特征并不突出。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约2.4%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于跨零轴区域。
2025-12-02,1,极度推荐,1,85.1,86.2,71.6,85.0,100.0,77.1,100.0,0.0,56.3,84.4,002593,日上集团,65.5,1.65,59.7,55.51,多头,4.95,-20.13,当前仍站在20日线之上，20日线相对60日线高约8.3%，但短线均线结构还不算特别强。近20日上涨约4.9%，近5日约4.9%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.65，前期有明显缩量，而当前量比约1.06，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有5次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.2%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
2025-12-02,2,极度推荐,2,82.6,83.8,70.6,70.0,100.0,76.1,100.0,0.0,68.7,85.3,000796,凯撒旅业,51.1,1.41,58.7,53.43,多头,6.04,-14.49,价格虽然进入候选，但均线结构并不算漂亮，后续更依赖实际承接而不是单纯趋势延续。近20日上涨约6.0%，近5日约3.7%，上涨速度相对温和，没有明显进入加速末端。5/20成交量比约0.59，前期有明显缩量，而当前量比约1.08，属于“先缩量、再温和放量”的状态，这一点比较贴合当前策略。过去250个交易日有8次涨停，历史弹性明显高于普通低价股；近10日最大单日涨幅约3.7%。MACD仍处死叉，快慢线之间的MACD距已连续两天缩小，属于死叉修复状态，位于上方区域。
